,Location,NewHome,FTB,Income,EmpSector,Occ,HouseComp,Education,Exp:Inc,LoanValue,LTV,LoanTerm,Interest,HouseVal,MRTI,Label,age
62,2,2,2,97034,13,2,6,6,0.48200000000000004,307952,0.65,25,0.025,473772,0.171,0,1
63,6,2,2,80808,5,2,3,6,0.485,52584,0.65,40,0.0535,80898,0.04,0,0
64,1,2,2,131728,6,1,1,5,0.41700000000000004,298099,0.55,35,0.025,541998,0.09699999999999999,1,1
65,4,2,1,123981,3,3,1,5,0.344,290093,0.93,35,0.0535,311928,0.14800000000000002,0,0
66,1,2,2,76619,4,3,1,5,0.46299999999999997,159059,0.75,25,0.0535,212079,0.151,0,1
67,1,1,2,81441,11,2,5,6,0.418,302135,0.7,20,0.025,431621,0.23600000000000002,0,0
68,1,1,2,137404,3,6,5,6,0.365,405202,0.93,25,0.015,435701,0.142,0,1
69,2,2,2,158167,3,1,5,6,0.33399999999999996,199514,0.7,20,0.035,285020,0.08800000000000001,1,1
70,2,1,2,68236,3,6,4,6,0.418,211535,0.93,20,0.0535,227457,0.253,0,1
71,6,1,2,156888,12,6,5,5,0.31,233685,0.6,25,0.05,389475,0.10400000000000001,1,1
72,6,2,1,45477,12,4,2,6,0.465,70484,0.85,40,0.05,82922,0.09,0,1
73,6,1,2,181948,10,1,3,4,0.376,151310,0.65,30,0.025,232785,0.039,0,0
74,2,1,2,126426,7,1,5,5,0.371,196800,0.93,20,0.035,211613,0.10800000000000001,0,1
75,5,2,2,115798,14,1,5,5,0.397,115385,0.85,25,0.0535,135747,0.07200000000000001,0,1
76,2,1,2,158425,14,1,5,4,0.35,291193,0.75,20,0.0535,388257,0.15,1,1
77,1,1,1,95970,6,1,3,6,0.489,253123,0.85,35,0.035,297792,0.131,0,0
78,1,1,2,170241,10,1,5,4,0.35,434862,0.75,25,0.015,579816,0.12300000000000001,1,1
79,6,2,2,136543,11,1,3,5,0.452,176032,0.55,30,0.0535,320058,0.086,1,1
80,3,1,2,182651,7,1,5,5,0.369,214741,0.93,25,0.025,230904,0.063,0,1
81,2,1,1,75573,2,3,1,7,0.44,178377,0.75,25,0.0535,237836,0.171,0,0
82,3,1,2,144289,10,6,5,3,0.34600000000000003,209688,1.0,25,0.0535,209688,0.106,0,0
83,6,2,2,154976,5,1,5,6,0.309,227196,0.65,35,0.0535,349532,0.09300000000000001,1,1
84,4,2,2,161352,14,5,5,2,0.342,52736,0.85,25,0.0535,62042,0.024,0,1
85,2,2,2,52918,14,2,2,1,0.397,176996,0.93,20,0.0535,190318,0.273,0,1
86,1,2,2,159501,1,1,5,4,0.34700000000000003,55619,1.0,35,0.045,55619,0.02,0,1
87,5,1,2,58026,3,6,1,6,0.45799999999999996,102873,0.6,25,0.0535,171455,0.129,0,1
88,6,1,1,44824,9,4,2,5,0.526,161631,1.0,35,0.015,161631,0.133,0,1
89,6,2,2,81307,7,2,6,4,0.429,123225,0.75,30,0.015,164300,0.063,0,1
90,6,1,2,93578,8,1,5,5,0.423,143702,0.7,35,0.045,205289,0.087,0,0
91,6,2,2,151607,12,6,5,5,0.39799999999999996,273223,0.45,35,0.015,607162,0.066,0,1
92,2,1,1,159310,11,2,3,5,0.395,174580,0.85,20,0.0535,205388,0.08900000000000001,1,0
93,6,2,2,93282,7,2,5,4,0.424,311206,0.93,35,0.0535,334630,0.21100000000000002,0,1
94,3,2,2,54753,13,2,3,5,0.528,175032,0.75,30,0.0535,233376,0.214,0,0
95,2,1,1,40816,2,2,3,6,0.523,272880,1.0,20,0.0535,272880,0.545,0,0
96,1,1,2,169268,9,1,6,5,0.41200000000000003,312158,0.7,20,0.025,445940,0.11699999999999999,1,1
97,1,2,2,158403,2,6,6,5,0.377,425515,1.0,25,0.0535,425515,0.195,0,1
98,6,1,2,56014,11,3,2,5,0.488,204244,0.7,30,0.015,291777,0.151,0,0
99,1,2,2,103075,2,3,5,6,0.382,436920,0.975,30,0.015,448123,0.17600000000000002,0,0
100,6,1,2,164228,1,1,6,5,0.436,310663,0.85,25,0.0535,365486,0.13699999999999998,0,1
101,6,1,2,151642,11,1,4,5,0.293,770229,0.85,25,0.035,906152,0.305,1,1
102,3,1,2,90617,7,2,2,5,0.496,241419,0.85,25,0.05,284022,0.187,0,1
103,6,2,1,99280,3,1,5,4,0.402,170586,0.75,40,0.0535,227448,0.10400000000000001,0,0
104,6,1,2,73936,9,4,5,1,0.406,137664,0.7,25,0.035,196663,0.11199999999999999,0,1
105,6,2,2,161646,9,2,5,5,0.369,237105,0.85,30,0.0535,278947,0.098,1,1
106,3,1,1,40649,14,2,1,4,0.45399999999999996,184938,1.0,30,0.0535,184938,0.305,0,0
107,1,2,1,114096,5,1,1,4,0.391,245429,0.93,35,0.015,263902,0.079,0,0
108,6,2,1,92531,10,2,2,6,0.48,158143,0.975,35,0.035,162198,0.085,0,1
109,6,1,2,153500,6,2,5,5,0.377,160549,0.93,35,0.015,172633,0.038,0,0
110,6,1,1,57647,4,2,2,5,0.505,223152,0.85,35,0.0535,262532,0.245,0,1
111,6,2,2,153025,13,2,3,5,0.413,180538,0.7,40,0.0535,257911,0.07200000000000001,1,0
112,2,1,2,109375,10,2,5,6,0.406,100874,1.0,20,0.035,100874,0.064,0,1
113,6,1,1,47819,2,3,2,6,0.45799999999999996,290174,0.975,35,0.035,297614,0.301,0,0
114,2,2,2,81524,4,1,5,6,0.45299999999999996,398780,0.55,20,0.0535,725055,0.39899999999999997,0,1
115,6,2,2,96237,2,3,6,6,0.47700000000000004,166248,0.75,30,0.0535,221664,0.11599999999999999,0,1
116,1,1,1,157684,11,3,5,4,0.321,282680,0.85,35,0.0535,332565,0.113,0,0
117,6,2,1,159280,1,3,4,5,0.284,151330,0.85,35,0.025,178035,0.040999999999999995,1,0
118,2,1,2,174318,8,2,5,5,0.348,97204,0.55,20,0.035,176735,0.039,1,1
119,1,2,2,208758,6,1,5,5,0.318,613352,0.55,35,0.045,1115185,0.16699999999999998,1,0
120,6,2,2,62155,14,1,5,1,0.424,237434,0.93,25,0.035,255305,0.23,0,1
121,1,2,1,61455,2,3,4,6,0.387,266514,0.75,35,0.0535,355352,0.27399999999999997,0,1
122,1,2,2,156129,10,2,3,5,0.395,414720,0.6,30,0.045,691200,0.161,1,1
123,6,2,2,156137,2,6,3,6,0.43200000000000005,186133,0.93,40,0.025,200143,0.047,0,1
124,3,1,2,86360,12,3,5,6,0.42,432629,0.75,25,0.0535,576839,0.364,0,1
125,2,2,1,180770,6,1,5,5,0.312,185506,0.93,30,0.0535,199469,0.069,1,0
126,1,1,2,179128,3,1,3,4,0.348,539264,0.85,25,0.045,634428,0.201,0,1
127,6,2,2,150969,3,1,5,3,0.341,415078,0.7,25,0.05,592969,0.193,0,1
128,3,2,2,65704,2,4,5,6,0.43700000000000006,110336,0.7,25,0.0535,157623,0.122,0,1
129,6,1,2,62593,9,1,3,5,0.522,237804,0.85,25,0.015,279769,0.182,0,1
130,1,2,2,99816,6,1,3,5,0.5,331193,0.93,25,0.015,356122,0.159,0,0
131,2,2,1,133226,10,2,1,4,0.41100000000000003,266030,0.93,30,0.0535,286054,0.134,0,0
132,6,2,2,156564,7,1,5,6,0.344,118227,0.6,30,0.0535,197045,0.051,1,1
133,1,1,2,89573,5,1,5,6,0.425,439067,0.55,20,0.0535,798304,0.4,0,1
134,2,1,1,163186,13,2,1,7,0.402,108852,1.0,25,0.015,108852,0.032,0,1
135,3,2,2,98821,7,1,1,4,0.46299999999999997,342080,0.55,25,0.035,621964,0.20800000000000002,0,1
136,6,1,1,67887,9,4,3,5,0.46299999999999997,220644,0.93,35,0.05,237252,0.19699999999999998,0,0
137,1,1,2,177818,4,2,3,5,0.342,282126,0.75,20,0.0535,376168,0.129,1,0
138,1,1,2,77779,2,4,6,5,0.486,374090,0.7,20,0.0535,534414,0.392,0,1
139,2,2,2,123762,3,1,5,5,0.34299999999999997,130785,0.93,25,0.045,140629,0.07,0,1
140,6,2,2,161415,3,2,3,5,0.384,378877,0.55,35,0.0535,688867,0.149,1,1
141,6,1,1,54072,4,4,3,6,0.501,78681,0.93,35,0.035,84603,0.07200000000000001,0,0
142,2,2,1,74393,9,2,2,5,0.414,150074,0.975,25,0.015,153922,0.09699999999999999,0,0
143,1,2,1,159996,11,2,3,6,0.40700000000000003,288380,1.0,40,0.015,288380,0.06,1,1
144,3,1,2,80222,13,2,3,5,0.5,400796,1.0,25,0.025,400796,0.26899999999999996,0,1
145,4,2,2,161124,3,1,1,6,0.361,82631,0.7,30,0.0535,118044,0.034,1,0
146,6,1,2,154030,3,1,3,4,0.382,269989,0.75,25,0.0535,359985,0.127,1,1
147,3,1,1,46519,2,3,2,6,0.523,293994,0.93,20,0.0535,316123,0.515,0,1
148,6,2,2,85001,10,6,3,4,0.484,130321,0.75,25,0.05,173761,0.10800000000000001,0,1
149,2,2,2,164892,3,1,6,5,0.32899999999999996,185497,0.45,20,0.015,412216,0.065,1,1
150,6,2,1,118520,1,5,5,6,0.37,173855,0.975,40,0.045,178313,0.079,0,0
151,2,1,1,68963,12,6,3,6,0.465,167582,0.975,25,0.0535,171879,0.17600000000000002,0,0
152,6,2,2,103605,11,2,6,5,0.465,86542,0.7,30,0.025,123631,0.04,0,1
153,1,2,1,150558,3,2,5,6,0.287,188376,0.93,35,0.025,202555,0.054000000000000006,1,0
154,1,2,2,42334,11,2,6,6,0.49,239050,0.65,30,0.035,367769,0.304,0,1
155,2,2,2,152935,3,1,3,1,0.414,124126,0.85,20,0.05,146031,0.064,1,1
156,2,1,1,162078,13,1,2,4,0.34299999999999997,208569,0.7,25,0.0535,297956,0.09300000000000001,0,0
157,2,2,1,111581,12,3,4,4,0.36,204570,0.85,30,0.0535,240671,0.12300000000000001,0,0
158,2,1,2,57942,12,3,1,6,0.478,77679,0.6,20,0.0535,129465,0.109,0,1
159,1,2,2,123237,5,3,3,4,0.433,467946,0.85,35,0.0535,550525,0.24,0,1
160,6,1,1,76048,12,4,2,5,0.39399999999999996,231667,0.75,35,0.0535,308889,0.193,0,0
161,1,2,1,185959,7,2,3,5,0.449,176339,1.0,35,0.045,176339,0.054000000000000006,0,1
162,6,2,2,156773,5,1,5,5,0.314,114789,0.85,35,0.0535,135046,0.046,0,1
163,1,2,2,172859,7,1,5,6,0.368,117442,0.6,25,0.05,195737,0.048,1,0
164,6,2,2,160671,2,3,5,3,0.33899999999999997,268218,0.7,35,0.015,383169,0.061,0,1
165,1,2,2,96593,2,6,5,6,0.41600000000000004,436076,0.93,35,0.025,468899,0.19399999999999998,0,0
166,2,2,1,42593,13,6,5,6,0.455,228759,0.93,30,0.015,245977,0.222,0,0
167,1,1,1,153740,10,1,1,1,0.363,172300,0.975,35,0.0535,176718,0.071,0,0
168,1,1,1,93685,7,2,3,5,0.478,300393,0.975,35,0.045,308095,0.182,0,0
169,2,1,1,101301,12,3,3,7,0.47200000000000003,160872,0.6,25,0.0535,268120,0.115,0,1
170,6,2,1,67533,12,6,1,5,0.479,235185,1.0,35,0.0535,235185,0.22,0,0
171,1,2,1,97028,5,6,6,5,0.426,408102,0.93,40,0.035,438819,0.196,0,0
172,2,1,2,150587,3,1,5,5,0.349,283940,0.7,20,0.025,405629,0.12,1,1
173,2,1,2,50851,8,2,2,3,0.501,230888,0.93,20,0.045,248267,0.345,0,1
174,6,1,2,88116,2,4,3,3,0.515,155857,0.75,25,0.0535,207809,0.128,0,1
175,6,2,2,40801,11,2,2,7,0.49200000000000005,167041,0.93,30,0.0535,179614,0.27399999999999997,0,1
176,2,2,1,99818,11,1,1,7,0.413,189589,0.93,30,0.0535,203859,0.127,0,0
177,6,1,1,108317,11,1,4,5,0.413,197809,0.93,35,0.0535,212698,0.11599999999999999,0,0
178,6,1,2,166585,10,1,5,1,0.325,119033,0.75,25,0.035,158711,0.043,0,1
179,2,1,2,107586,10,1,5,5,0.366,258896,0.85,20,0.0535,304584,0.196,0,1
180,2,2,1,96204,2,3,3,6,0.486,361541,0.75,30,0.0535,482055,0.252,0,0
181,1,1,2,112909,3,1,3,5,0.424,152011,0.65,20,0.0535,233863,0.11,1,1
182,2,1,1,67973,12,3,4,6,0.484,254489,0.65,20,0.035,391522,0.261,0,0
183,4,2,2,119663,7,1,5,5,0.392,237484,0.65,25,0.0535,365360,0.14400000000000002,1,1
184,3,1,1,74285,2,3,4,6,0.46,63986,0.55,35,0.0535,116338,0.054000000000000006,0,0
185,2,2,2,144390,13,2,3,5,0.44,161708,0.45,30,0.015,359351,0.046,1,0
186,2,1,2,140514,13,1,3,4,0.46299999999999997,119431,0.6,20,0.0535,199052,0.069,1,1
187,6,1,2,120867,12,6,1,6,0.44,321067,1.0,35,0.045,321067,0.151,0,0
188,2,2,1,109529,14,4,5,3,0.415,162090,1.0,25,0.025,162090,0.08,0,1
189,1,2,2,166239,13,1,1,5,0.34,405450,0.75,35,0.0535,540600,0.154,1,0
190,6,2,2,145478,11,2,3,6,0.39799999999999996,210705,0.85,35,0.0535,247888,0.092,1,1
191,1,1,1,167908,5,1,3,2,0.418,218833,0.85,35,0.015,257451,0.048,0,0
192,1,1,2,85663,6,2,2,5,0.493,444875,0.93,20,0.05,478360,0.41100000000000003,0,1
193,6,2,2,154500,5,1,5,5,0.34,238152,0.65,35,0.05,366388,0.09300000000000001,1,1
194,2,2,2,104216,3,2,3,1,0.491,207264,0.93,25,0.0535,222865,0.14400000000000002,0,1
195,6,2,2,92517,3,6,6,5,0.456,168184,0.65,30,0.0535,258745,0.122,0,1
196,6,2,2,166136,5,1,5,5,0.345,256272,0.7,35,0.0535,366103,0.098,0,1
197,6,2,2,108020,12,1,1,6,0.405,81195,0.6,30,0.025,135325,0.036000000000000004,0,1
198,1,2,2,91444,9,1,5,5,0.433,202189,0.75,30,0.0535,269585,0.14800000000000002,0,1
199,3,2,1,78533,11,4,1,5,0.43799999999999994,214838,0.93,30,0.0535,231009,0.183,0,0
200,1,2,2,134981,5,1,6,5,0.444,251784,0.93,35,0.0535,270735,0.11800000000000001,0,1
201,2,1,2,160987,10,1,5,6,0.32899999999999996,117596,0.75,20,0.0535,156795,0.06,1,1
202,5,2,2,165080,3,6,6,5,0.419,138241,0.65,25,0.015,212678,0.04,0,1
203,1,1,1,49314,5,3,6,6,0.457,255278,0.975,35,0.025,261824,0.222,0,1
204,6,1,1,62437,10,2,1,7,0.433,289534,0.65,35,0.025,445437,0.19899999999999998,0,1
205,6,2,2,182712,11,1,1,4,0.355,308520,0.55,25,0.035,560945,0.10099999999999999,0,1
206,1,1,2,72818,13,1,1,4,0.457,206588,0.7,25,0.035,295126,0.17,0,1
207,6,1,1,108936,13,2,5,5,0.35,254753,1.0,35,0.0535,254753,0.14800000000000002,0,0
208,1,2,2,124225,7,1,5,3,0.405,400276,0.65,30,0.0535,615809,0.21600000000000003,1,1
209,6,1,2,49966,5,4,1,2,0.444,291963,0.75,25,0.0535,389284,0.424,0,1
210,6,1,2,69653,3,2,3,5,0.49,177414,0.75,30,0.0535,236552,0.171,0,1
211,1,2,2,153506,8,1,3,4,0.431,418078,0.45,30,0.045,929062,0.166,0,1
212,6,1,1,101011,2,3,3,6,0.467,58224,0.93,35,0.035,62606,0.028999999999999998,0,0
213,1,2,2,176264,6,1,1,6,0.34700000000000003,425171,0.85,35,0.035,500201,0.12,1,1
214,1,2,2,69141,2,6,5,4,0.431,50221,0.6,35,0.035,83702,0.036000000000000004,0,0
215,6,2,1,58530,12,4,1,5,0.45799999999999996,209139,0.93,35,0.0535,224881,0.226,0,1
216,6,2,2,72686,3,2,6,6,0.479,150060,0.65,30,0.05,230862,0.133,0,1
217,6,2,2,122770,10,1,5,5,0.433,155529,0.93,35,0.015,167235,0.047,0,0
218,6,1,2,149869,7,1,5,5,0.348,250624,0.7,30,0.0535,358034,0.11199999999999999,1,1
219,6,1,2,130773,1,5,3,5,0.433,93364,0.55,35,0.0535,169753,0.045,0,0
220,1,1,2,153135,11,1,5,5,0.376,293624,0.85,20,0.0535,345440,0.156,1,1
221,5,1,1,93054,5,2,1,5,0.418,192578,0.85,35,0.0535,226562,0.131,0,0
222,2,2,2,51876,11,2,5,3,0.48200000000000004,336463,0.65,20,0.0535,517635,0.529,0,1
223,1,1,1,103174,5,6,2,5,0.42,230965,0.975,30,0.05,236887,0.14400000000000002,0,0
224,1,1,2,48739,7,1,2,4,0.493,353358,0.85,20,0.045,415715,0.55,0,1
225,1,2,2,116827,11,1,1,5,0.40700000000000003,402349,0.75,25,0.015,536465,0.165,0,0
226,6,2,2,153041,7,1,1,6,0.35100000000000003,52162,0.7,25,0.035,74517,0.02,1,1
227,1,1,2,104704,7,2,5,5,0.43200000000000005,226532,0.75,20,0.0535,302043,0.17600000000000002,1,1
228,3,1,2,123206,1,1,3,6,0.435,50570,0.7,25,0.015,72243,0.02,1,1
229,1,1,2,154992,11,1,1,4,0.33799999999999997,413811,0.7,25,0.0535,591159,0.19399999999999998,0,1
230,5,1,2,132489,5,1,5,3,0.35700000000000004,268676,0.975,25,0.0535,275565,0.147,0,1
231,6,2,2,163247,10,1,5,6,0.353,250446,0.55,35,0.0535,455356,0.09699999999999999,1,1
232,5,1,2,50918,1,3,1,5,0.451,148076,0.93,25,0.035,159222,0.175,0,1
233,6,2,2,62862,13,1,5,6,0.424,161295,0.7,35,0.025,230421,0.11,0,0
234,1,2,2,53369,12,3,2,5,0.445,204525,0.6,30,0.035,340875,0.20600000000000002,0,0
235,1,1,1,67902,13,2,6,5,0.49200000000000005,357491,1.0,30,0.025,357491,0.25,0,1
236,6,1,2,93907,11,6,3,5,0.48,175004,0.975,25,0.0535,179491,0.135,0,1
237,1,2,2,130416,5,1,5,2,0.369,236058,0.93,35,0.045,253826,0.10300000000000001,0,1
238,3,1,1,48944,12,4,1,5,0.445,186986,0.85,30,0.0535,219984,0.256,0,1
239,6,1,1,143222,10,1,1,1,0.38299999999999995,123842,0.75,35,0.015,165123,0.032,0,1
240,2,2,1,102330,5,2,3,3,0.485,259384,1.0,25,0.015,259384,0.122,0,1
241,1,2,1,88338,9,3,6,6,0.436,335581,0.85,35,0.0535,394801,0.24,0,0
242,6,2,2,151449,12,6,6,2,0.424,104718,0.45,30,0.035,232707,0.037000000000000005,0,1
243,3,1,2,114208,7,1,5,5,0.42100000000000004,323734,0.85,25,0.0535,380864,0.20600000000000002,0,1
244,6,2,2,117984,4,1,4,5,0.423,177345,0.85,30,0.035,208641,0.081,0,1
245,1,2,2,81817,2,2,5,5,0.419,356661,0.65,25,0.045,548709,0.29100000000000004,0,1
246,6,2,2,162075,9,1,5,6,0.41600000000000004,237674,0.85,35,0.0535,279616,0.09300000000000001,1,0
247,6,2,2,79779,7,1,1,6,0.451,185447,0.75,35,0.0535,247263,0.147,0,1
248,6,1,1,112405,12,3,3,6,0.46399999999999997,232790,0.975,35,0.0535,238759,0.131,0,1
249,6,2,2,77706,2,3,3,6,0.524,82181,0.85,35,0.05,96684,0.064,0,1
250,2,1,2,195297,11,1,3,5,0.377,281129,1.0,20,0.0535,281129,0.11699999999999999,1,1
251,4,2,2,125995,10,6,5,6,0.368,113588,0.85,25,0.0535,133633,0.065,0,1
252,4,2,2,101108,3,3,6,3,0.423,70184,0.7,25,0.015,100263,0.033,0,1
253,1,1,2,165236,4,1,5,5,0.353,418832,0.55,25,0.05,761513,0.17800000000000002,1,1
254,1,2,2,215624,11,2,3,5,0.376,376546,0.6,30,0.015,627577,0.07200000000000001,1,0
255,3,2,1,124575,3,2,3,5,0.473,226878,0.93,35,0.05,243955,0.11,0,0
256,1,2,2,181802,6,2,1,5,0.34,551700,0.45,25,0.025,1226000,0.163,1,1
257,1,2,2,160271,9,2,5,4,0.297,88188,0.93,35,0.025,94826,0.024,1,1
258,1,2,2,107547,11,1,3,5,0.461,542187,0.75,30,0.045,722916,0.307,0,1
259,2,1,2,77922,2,3,1,6,0.446,344984,0.85,20,0.05,405864,0.35100000000000003,0,1
260,6,1,1,57390,2,4,1,5,0.465,154146,0.7,35,0.015,220209,0.099,0,0
261,6,2,2,121730,13,2,6,6,0.375,127689,0.65,40,0.015,196445,0.035,0,0
262,1,2,2,153417,2,1,5,6,0.316,219157,0.7,35,0.0535,313081,0.09,1,1
263,6,2,1,101320,11,6,5,6,0.41700000000000004,223571,1.0,35,0.05,223571,0.134,0,0
264,6,2,2,159392,1,5,5,6,0.371,177045,0.7,40,0.0535,252921,0.067,0,1
265,1,1,1,77189,5,3,2,5,0.491,322908,0.975,25,0.045,331188,0.27899999999999997,0,1
266,2,2,2,86603,13,6,5,3,0.375,155818,0.6,20,0.0535,259697,0.147,0,1
267,6,2,2,166224,3,1,3,5,0.384,233795,0.6,30,0.0535,389658,0.094,1,1
268,6,1,1,63977,8,2,3,6,0.5479999999999999,219120,0.93,35,0.015,235613,0.126,0,0
269,6,1,2,139723,4,2,5,2,0.36700000000000005,378152,0.93,25,0.0535,406615,0.196,0,1
270,6,1,2,154793,12,2,1,6,0.316,73859,0.75,25,0.045,98479,0.032,1,1
271,3,1,1,88151,2,2,1,6,0.444,161382,0.85,30,0.035,189861,0.099,0,0
272,3,2,2,87250,10,2,3,7,0.473,162504,0.6,25,0.0535,270840,0.135,0,1
273,3,2,1,131499,3,5,5,6,0.397,315730,0.975,30,0.025,323826,0.114,0,0
274,1,2,1,128265,13,2,1,5,0.374,290151,0.93,40,0.05,311990,0.131,0,0
