,Location,NewHome,FTB,Age,Income,EmpSector,Occ,HouseComp,Education,Exp:Inc,LoanValue,LTV,LoanTerm,Interest,HouseVal,MRTI,Score
92,2,1,1,30,159310,11,2,3,5,0.395,174580,0.85,20,0.0535,205388,0.08900000000000001,176.28271999999998
93,6,2,2,53,93282,7,2,5,4,0.424,311206,0.93,35,0.0535,334630,0.21100000000000002,243.7322542
94,3,2,2,26,54753,13,2,3,5,0.528,175032,0.75,30,0.0535,233376,0.214,228.47793149999998
95,2,1,1,24,40816,2,2,3,6,0.523,272880,1.0,20,0.0535,272880,0.545,274.1661003
96,1,1,2,49,169268,9,1,6,5,0.41200000000000003,312158,0.7,20,0.025,445940,0.11699999999999999,193.90335180000002
97,1,2,2,34,158403,2,6,6,5,0.377,425515,1.0,25,0.0535,425515,0.195,244.52633319999998
98,6,1,2,30,56014,11,3,2,5,0.488,204244,0.7,30,0.015,291777,0.151,261.9563085
99,1,2,2,22,103075,2,3,5,6,0.382,436920,0.975,30,0.015,448123,0.17600000000000002,244.5822963
100,6,1,2,44,164228,1,1,6,5,0.436,310663,0.85,25,0.0535,365486,0.13699999999999998,205.09437480000003
101,6,1,2,43,151642,11,1,4,5,0.293,770229,0.85,25,0.035,906152,0.305,191.80481699999999
102,3,1,2,43,90617,7,2,2,5,0.496,241419,0.85,25,0.05,284022,0.187,220.4780254
103,6,2,1,27,99280,3,1,5,4,0.402,170586,0.75,40,0.0535,227448,0.10400000000000001,212.81231780000002
104,6,1,2,41,73936,9,4,5,1,0.406,137664,0.7,25,0.035,196663,0.11199999999999999,244.4021188
105,6,2,2,34,161646,9,2,5,5,0.369,237105,0.85,30,0.0535,278947,0.098,189.4975801
106,3,1,1,29,40649,14,2,1,4,0.45399999999999996,184938,1.0,30,0.0535,184938,0.305,258.47639169999997
107,1,2,1,26,114096,5,1,1,4,0.391,245429,0.93,35,0.015,263902,0.079,229.29231319999997
108,6,2,1,32,92531,10,2,2,6,0.48,158143,0.975,35,0.035,162198,0.085,257.37742599999996
109,6,1,2,27,153500,6,2,5,5,0.377,160549,0.93,35,0.015,172633,0.038,217.01373470000001
110,6,1,1,31,57647,4,2,2,5,0.505,223152,0.85,35,0.0535,262532,0.245,260.4880579
111,6,2,2,27,153025,13,2,3,5,0.413,180538,0.7,40,0.0535,257911,0.07200000000000001,189.5989127
112,2,1,2,33,109375,10,2,5,6,0.406,100874,1.0,20,0.035,100874,0.064,216.92154449999998
113,6,1,1,26,47819,2,3,2,6,0.45799999999999996,290174,0.975,35,0.035,297614,0.301,287.579743
114,2,2,2,42,81524,4,1,5,6,0.45299999999999996,398780,0.55,20,0.0535,725055,0.39899999999999997,210.0704792
115,6,2,2,47,96237,2,3,6,6,0.47700000000000004,166248,0.75,30,0.0535,221664,0.11599999999999999,247.5848608
116,1,1,1,23,157684,11,3,5,4,0.321,282680,0.85,35,0.0535,332565,0.113,208.0204778
117,6,2,1,25,159280,1,3,4,5,0.284,151330,0.85,35,0.025,178035,0.040999999999999995,193.2247525
118,2,1,2,36,174318,8,2,5,5,0.348,97204,0.55,20,0.035,176735,0.039,146.7109158
119,1,2,2,22,208758,6,1,5,5,0.318,613352,0.55,35,0.045,1115185,0.16699999999999998,179.5626572
120,6,2,2,52,62155,14,1,5,1,0.424,237434,0.93,25,0.035,255305,0.23,271.3091869
121,1,2,1,31,61455,2,3,4,6,0.387,266514,0.75,35,0.0535,355352,0.27399999999999997,211.2773591
122,1,2,2,47,156129,10,2,3,5,0.395,414720,0.6,30,0.045,691200,0.161,187.6800102
123,6,2,2,33,156137,2,6,3,6,0.43200000000000005,186133,0.93,40,0.025,200143,0.047,235.87507000000002
124,3,1,2,37,86360,12,3,5,6,0.42,432629,0.75,25,0.0535,576839,0.364,242.013022
125,2,2,1,23,180770,6,1,5,5,0.312,185506,0.93,30,0.0535,199469,0.069,187.52829540000002
126,1,1,2,52,179128,3,1,3,4,0.348,539264,0.85,25,0.045,634428,0.201,212.21062659999998
127,6,2,2,47,150969,3,1,5,3,0.341,415078,0.7,25,0.05,592969,0.193,223.8793626
128,3,2,2,34,65704,2,4,5,6,0.43700000000000006,110336,0.7,25,0.0535,157623,0.122,226.5234338
129,6,1,2,40,62593,9,1,3,5,0.522,237804,0.85,25,0.015,279769,0.182,234.0324226
130,1,2,2,27,99816,6,1,3,5,0.5,331193,0.93,25,0.015,356122,0.159,222.4857017
131,2,2,1,24,133226,10,2,1,4,0.41100000000000003,266030,0.93,30,0.0535,286054,0.134,228.33289150000002
132,6,2,2,52,156564,7,1,5,6,0.344,118227,0.6,30,0.0535,197045,0.051,166.45255590000002
133,1,1,2,31,89573,5,1,5,6,0.425,439067,0.55,20,0.0535,798304,0.4,216.80143230000004
134,2,1,1,32,163186,13,2,1,7,0.402,108852,1.0,25,0.015,108852,0.032,214.0963719
135,3,2,2,32,98821,7,1,1,4,0.46299999999999997,342080,0.55,25,0.035,621964,0.20800000000000002,217.04118640000002
136,6,1,1,27,67887,9,4,3,5,0.46299999999999997,220644,0.93,35,0.05,237252,0.19699999999999998,252.71374
137,1,1,2,28,177818,4,2,3,5,0.342,282126,0.75,20,0.0535,376168,0.129,179.7868576
138,1,1,2,37,77779,2,4,6,5,0.486,374090,0.7,20,0.0535,534414,0.392,246.95724159999997
139,2,2,2,44,123762,3,1,5,5,0.34299999999999997,130785,0.93,25,0.045,140629,0.07,209.8147999
140,6,2,2,37,161415,3,2,3,5,0.384,378877,0.55,35,0.0535,688867,0.149,177.0913246
141,6,1,1,22,54072,4,4,3,6,0.501,78681,0.93,35,0.035,84603,0.07200000000000001,262.0503243
142,2,2,1,27,74393,9,2,2,5,0.414,150074,0.975,25,0.015,153922,0.09699999999999999,231.93488219999998
143,1,2,1,35,159996,11,2,3,6,0.40700000000000003,288380,1.0,40,0.015,288380,0.06,191.3242271
144,3,1,2,37,80222,13,2,3,5,0.5,400796,1.0,25,0.025,400796,0.26899999999999996,243.7603841
145,4,2,2,30,161124,3,1,1,6,0.361,82631,0.7,30,0.0535,118044,0.034,178.1797636
146,6,1,2,41,154030,3,1,3,4,0.382,269989,0.75,25,0.0535,359985,0.127,189.1328349
147,3,1,1,46,46519,2,3,2,6,0.523,293994,0.93,20,0.0535,316123,0.515,278.2220003
148,6,2,2,49,85001,10,6,3,4,0.484,130321,0.75,25,0.05,173761,0.10800000000000001,241.9721506
149,2,2,2,39,164892,3,1,6,5,0.32899999999999996,185497,0.45,20,0.015,412216,0.065,163.7955684
150,6,2,1,29,118520,1,5,5,6,0.37,173855,0.975,40,0.045,178313,0.079,251.6616443
151,2,1,1,25,68963,12,6,3,6,0.465,167582,0.975,25,0.0535,171879,0.17600000000000002,262.3818409
152,6,2,2,44,103605,11,2,6,5,0.465,86542,0.7,30,0.025,123631,0.04,219.3994244
153,1,2,1,30,150558,3,2,5,6,0.287,188376,0.93,35,0.025,202555,0.054000000000000006,186.4892645
154,1,2,2,33,42334,11,2,6,6,0.49,239050,0.65,30,0.035,367769,0.304,239.1107074
155,2,2,2,39,152935,3,1,3,1,0.414,124126,0.85,20,0.05,146031,0.064,188.4244624
156,2,1,1,26,162078,13,1,2,4,0.34299999999999997,208569,0.7,25,0.0535,297956,0.09300000000000001,196.5959811
157,2,2,1,24,111581,12,3,4,4,0.36,204570,0.85,30,0.0535,240671,0.12300000000000001,206.1602761
158,2,1,2,38,57942,12,3,1,6,0.478,77679,0.6,20,0.0535,129465,0.109,212.5131826
159,1,2,2,48,123237,5,3,3,4,0.433,467946,0.85,35,0.0535,550525,0.24,231.61731
160,6,1,1,30,76048,12,4,2,5,0.39399999999999996,231667,0.75,35,0.0535,308889,0.193,253.26886569999996
161,1,2,1,38,185959,7,2,3,5,0.449,176339,1.0,35,0.045,176339,0.054000000000000006,206.6001132
162,6,2,2,49,156773,5,1,5,5,0.314,114789,0.85,35,0.0535,135046,0.046,198.19649619999998
163,1,2,2,29,172859,7,1,5,6,0.368,117442,0.6,25,0.05,195737,0.048,145.8135906
164,6,2,2,37,160671,2,3,5,3,0.33899999999999997,268218,0.7,35,0.015,383169,0.061,206.6390178
165,1,2,2,28,96593,2,6,5,6,0.41600000000000004,436076,0.93,35,0.025,468899,0.19399999999999998,258.4343874
166,2,2,1,28,42593,13,6,5,6,0.455,228759,0.93,30,0.015,245977,0.222,259.2243332
167,1,1,1,29,153740,10,1,1,1,0.363,172300,0.975,35,0.0535,176718,0.071,210.42847650000002
168,1,1,1,25,93685,7,2,3,5,0.478,300393,0.975,35,0.045,308095,0.182,240.3541397
169,2,1,1,34,101301,12,3,3,7,0.47200000000000003,160872,0.6,25,0.0535,268120,0.115,208.7617696
170,6,2,1,27,67533,12,6,1,5,0.479,235185,1.0,35,0.0535,235185,0.22,275.2943017
171,1,2,1,26,97028,5,6,6,5,0.426,408102,0.93,40,0.035,438819,0.196,266.25983030000003
172,2,1,2,37,150587,3,1,5,5,0.349,283940,0.7,20,0.025,405629,0.12,186.80667250000002
173,2,1,2,55,50851,8,2,2,3,0.501,230888,0.93,20,0.045,248267,0.345,275.28682319999996
174,6,1,2,47,88116,2,4,3,3,0.515,155857,0.75,25,0.0535,207809,0.128,243.0765432
175,6,2,2,44,40801,11,2,2,7,0.49200000000000005,167041,0.93,30,0.0535,179614,0.27399999999999997,252.0654937
176,2,2,1,29,99818,11,1,1,7,0.413,189589,0.93,30,0.0535,203859,0.127,213.73266669999998
177,6,1,1,29,108317,11,1,4,5,0.413,197809,0.93,35,0.0535,212698,0.11599999999999999,200.4240791
178,6,1,2,48,166585,10,1,5,1,0.325,119033,0.75,25,0.035,158711,0.043,220.1280767
179,2,1,2,49,107586,10,1,5,5,0.366,258896,0.85,20,0.0535,304584,0.196,213.5036847
180,2,2,1,29,96204,2,3,3,6,0.486,361541,0.75,30,0.0535,482055,0.252,235.03391090000002
181,1,1,2,43,112909,3,1,3,5,0.424,152011,0.65,20,0.0535,233863,0.11,171.1946592
182,2,1,1,29,67973,12,3,4,6,0.484,254489,0.65,20,0.035,391522,0.261,240.37850240000003
183,4,2,2,45,119663,7,1,5,5,0.392,237484,0.65,25,0.0535,365360,0.14400000000000002,173.0192763
184,3,1,1,23,74285,2,3,4,6,0.46,63986,0.55,35,0.0535,116338,0.054000000000000006,196.69797869999996
185,2,2,2,20,144390,13,2,3,5,0.44,161708,0.45,30,0.015,359351,0.046,191.0296392
186,2,1,2,41,140514,13,1,3,4,0.46299999999999997,119431,0.6,20,0.0535,199052,0.069,164.07956430000002
187,6,1,2,28,120867,12,6,1,6,0.44,321067,1.0,35,0.045,321067,0.151,273.7864649
188,2,2,1,32,109529,14,4,5,3,0.415,162090,1.0,25,0.025,162090,0.08,243.1148597
189,1,2,2,24,166239,13,1,1,5,0.34,405450,0.75,35,0.0535,540600,0.154,192.6722033
190,6,2,2,38,145478,11,2,3,6,0.39799999999999996,210705,0.85,35,0.0535,247888,0.092,182.2506104
191,1,1,1,28,167908,5,1,3,2,0.418,218833,0.85,35,0.015,257451,0.048,211.2654037
192,1,1,2,43,85663,6,2,2,5,0.493,444875,0.93,20,0.05,478360,0.41100000000000003,238.5046807
193,6,2,2,43,154500,5,1,5,5,0.34,238152,0.65,35,0.05,366388,0.09300000000000001,177.8364686
194,2,2,2,47,104216,3,2,3,1,0.491,207264,0.93,25,0.0535,222865,0.14400000000000002,238.7396292
195,6,2,2,39,92517,3,6,6,5,0.456,168184,0.65,30,0.0535,258745,0.122,240.7319228
196,6,2,2,53,166136,5,1,5,5,0.345,256272,0.7,35,0.0535,366103,0.098,210.16383169999997
197,6,2,2,44,108020,12,1,1,6,0.405,81195,0.6,30,0.025,135325,0.036000000000000004,199.2270134
198,1,2,2,50,91444,9,1,5,5,0.433,202189,0.75,30,0.0535,269585,0.14800000000000002,203.48379880000002
199,3,2,1,27,78533,11,4,1,5,0.43799999999999994,214838,0.93,30,0.0535,231009,0.183,251.4112617
200,1,2,2,40,134981,5,1,6,5,0.444,251784,0.93,35,0.0535,270735,0.11800000000000001,217.05646069999997
201,2,1,2,31,160987,10,1,5,6,0.32899999999999996,117596,0.75,20,0.0535,156795,0.06,150.3372647
202,5,2,2,48,165080,3,6,6,5,0.419,138241,0.65,25,0.015,212678,0.04,237.46596269999998
203,1,1,1,33,49314,5,3,6,6,0.457,255278,0.975,35,0.025,261824,0.222,259.0239505
204,6,1,1,31,62437,10,2,1,7,0.433,289534,0.65,35,0.025,445437,0.19899999999999998,243.6166583
205,6,2,2,52,182712,11,1,1,4,0.355,308520,0.55,25,0.035,560945,0.10099999999999999,205.1730926
206,1,1,2,48,72818,13,1,1,4,0.457,206588,0.7,25,0.035,295126,0.17,241.27781209999998
207,6,1,1,24,108936,13,2,5,5,0.35,254753,1.0,35,0.0535,254753,0.14800000000000002,235.5603381
208,1,2,2,33,124225,7,1,5,3,0.405,400276,0.65,30,0.0535,615809,0.21600000000000003,187.6229465
209,6,1,2,32,49966,5,4,1,2,0.444,291963,0.75,25,0.0535,389284,0.424,276.9057101
210,6,1,2,32,69653,3,2,3,5,0.49,177414,0.75,30,0.0535,236552,0.171,225.9014736
211,1,2,2,48,153506,8,1,3,4,0.431,418078,0.45,30,0.045,929062,0.166,198.4115864
212,6,1,1,27,101011,2,3,3,6,0.467,58224,0.93,35,0.035,62606,0.028999999999999998,244.17053399999998
213,1,2,2,45,176264,6,1,1,6,0.34700000000000003,425171,0.85,35,0.035,500201,0.12,147.46977959999998
214,1,2,2,26,69141,2,6,5,4,0.431,50221,0.6,35,0.035,83702,0.036000000000000004,238.9258001
215,6,2,1,35,58530,12,4,1,5,0.45799999999999996,209139,0.93,35,0.0535,224881,0.226,268.4798444
216,6,2,2,42,72686,3,2,6,6,0.479,150060,0.65,30,0.05,230862,0.133,228.63473030000003
217,6,2,2,27,122770,10,1,5,5,0.433,155529,0.93,35,0.015,167235,0.047,228.07831009999998
218,6,1,2,37,149869,7,1,5,5,0.348,250624,0.7,30,0.0535,358034,0.11199999999999999,191.87210159999998
219,6,1,2,25,130773,1,5,3,5,0.433,93364,0.55,35,0.0535,169753,0.045,202.6690349
220,1,1,2,49,153135,11,1,5,5,0.376,293624,0.85,20,0.0535,345440,0.156,188.554908
221,5,1,1,25,93054,5,2,1,5,0.418,192578,0.85,35,0.0535,226562,0.131,232.4209307
222,2,2,2,42,51876,11,2,5,3,0.48200000000000004,336463,0.65,20,0.0535,517635,0.529,224.3656674
223,1,1,1,22,103174,5,6,2,5,0.42,230965,0.975,30,0.05,236887,0.14400000000000002,246.4715062
224,1,1,2,54,48739,7,1,2,4,0.493,353358,0.85,20,0.045,415715,0.55,240.5146865
225,1,2,2,27,116827,11,1,1,5,0.40700000000000003,402349,0.75,25,0.015,536465,0.165,197.4828097
226,6,2,2,48,153041,7,1,1,6,0.35100000000000003,52162,0.7,25,0.035,74517,0.02,188.84400269999998
227,1,1,2,37,104704,7,2,5,5,0.43200000000000005,226532,0.75,20,0.0535,302043,0.17600000000000002,190.9466194
228,3,1,2,33,123206,1,1,3,6,0.435,50570,0.7,25,0.015,72243,0.02,187.4809415
229,1,1,2,53,154992,11,1,1,4,0.33799999999999997,413811,0.7,25,0.0535,591159,0.19399999999999998,196.2275867
230,5,1,2,34,132489,5,1,5,3,0.35700000000000004,268676,0.975,25,0.0535,275565,0.147,230.2741429
231,6,2,2,32,163247,10,1,5,6,0.353,250446,0.55,35,0.0535,455356,0.09699999999999999,161.095886
232,5,1,2,39,50918,1,3,1,5,0.451,148076,0.93,25,0.035,159222,0.175,264.6632469
233,6,2,2,29,62862,13,1,5,6,0.424,161295,0.7,35,0.025,230421,0.11,237.72364819999999
234,1,2,2,26,53369,12,3,2,5,0.445,204525,0.6,30,0.035,340875,0.20600000000000002,256.9677182
235,1,1,1,33,67902,13,2,6,5,0.49200000000000005,357491,1.0,30,0.025,357491,0.25,253.24466940000002
236,6,1,2,41,93907,11,6,3,5,0.48,175004,0.975,25,0.0535,179491,0.135,235.65995499999997
237,1,2,2,51,130416,5,1,5,2,0.369,236058,0.93,35,0.045,253826,0.10300000000000001,240.2239676
238,3,1,1,32,48944,12,4,1,5,0.445,186986,0.85,30,0.0535,219984,0.256,256.9627139
239,6,1,1,33,143222,10,1,1,1,0.38299999999999995,123842,0.75,35,0.015,165123,0.032,217.6726775
240,2,2,1,33,102330,5,2,3,3,0.485,259384,1.0,25,0.015,259384,0.122,240.560317
241,1,2,1,28,88338,9,3,6,6,0.436,335581,0.85,35,0.0535,394801,0.24,227.4903208
242,6,2,2,44,151449,12,6,6,2,0.424,104718,0.45,30,0.035,232707,0.037000000000000005,229.36871910000002
243,3,1,2,53,114208,7,1,5,5,0.42100000000000004,323734,0.85,25,0.0535,380864,0.20600000000000002,218.97780699999998
244,6,2,2,41,117984,4,1,4,5,0.423,177345,0.85,30,0.035,208641,0.081,210.14262119999998
245,1,2,2,39,81817,2,2,5,5,0.419,356661,0.65,25,0.045,548709,0.29100000000000004,228.8252756
246,6,2,2,29,162075,9,1,5,6,0.41600000000000004,237674,0.85,35,0.0535,279616,0.09300000000000001,178.59789909999998
247,6,2,2,34,79779,7,1,1,6,0.451,185447,0.75,35,0.0535,247263,0.147,218.5648551
248,6,1,1,35,112405,12,3,3,6,0.46399999999999997,232790,0.975,35,0.0535,238759,0.131,235.9788767
249,6,2,2,43,77706,2,3,3,6,0.524,82181,0.85,35,0.05,96684,0.064,221.7455557
250,2,1,2,37,195297,11,1,3,5,0.377,281129,1.0,20,0.0535,281129,0.11699999999999999,189.5306651
